ID_Venda,Data,Produto,Quantidade,Preco,Regiao
2557,2023-12-22,Produto D,15,348.42,Nordeste
2558,2023-11-18,Produto A,7,298.4,Sudeste
2559,2023-05-14,Produto A,11,323.15,Sul
2560,2023-04-20,Produto C,18,188.15,Norte
2561,2022-09-11,Produto E,4,13.45,Norte
2562,2022-11-30,Produto D,13,182.52,Nordeste
2563,2023-02-06,Produto B,2,369.24,Norte
2564,2022-09-07,Produto D,3,107.15,Sul
2565,2022-12-31,Produto B,7,381.08,Sul
2566,2023-04-16,Produto A,3,133.63,Sudeste
2567,2022-03-29,Produto A,19,256.04,Sudeste
2568,2022-07-03,Produto B,17,109.49,Sul
2569,2022-09-23,Produto A,7,306.57,Centro-Oeste
2570,2022-03-29,Produto C,6,407.53,Norte
2571,2022-06-21,Produto D,18,12.63,Sudeste
2572,2022-09-26,Produto D,15,348.67,Nordeste
2573,2023-09-14,Produto E,7,429.03,Nordeste
2574,2023-03-20,Produto C,15,111.36,Sul
2575,2022-10-29,Produto E,9,217.66,Centro-Oeste
2576,2022-04-07,Produto A,16,215.61,Centro-Oeste
2577,2022-08-17,Produto C,8,241.56,Norte
2578,2023-02-12,Produto E,9,237.92,Nordeste
2579,2023-08-17,Produto A,13,135.37,Sudeste
2580,2022-09-24,Produto C,3,434.04,Sul
2581,2023-03-26,Produto E,17,174.8,Sudeste
2582,2022-10-27,Produto D,2,22.52,Centro-Oeste
2583,2022-06-08,Produto C,20,416.3,Sudeste
2584,2023-07-26,Produto A,5,202.53,Sul
2585,2023-06-26,Produto C,5,56.92,Sudeste
2586,2022-07-29,Produto C,8,423.46,Sul
2587,2022-11-12,Produto A,13,440.39,Norte
2588,2023-06-07,Produto D,19,332.5,Nordeste
2589,2022-06-21,Produto D,7,176.45,Sul
2590,2023-08-07,Produto B,20,327.12,Nordeste
2591,2023-09-14,Produto A,18,237.07,Nordeste
2592,2022-08-11,Produto B,16,258.38,Nordeste
2593,2022-02-07,Produto B,15,134.03,Sudeste
2594,2023-09-18,Produto B,2,135.13,Centro-Oeste
2595,2023-07-10,Produto E,10,210.2,Sul
2596,2022-04-13,Produto D,19,65.49,Sudeste
2597,2022-04-18,Produto B,16,372.05,Sudeste
2598,2022-07-27,Produto B,8,332.06,Nordeste
2599,2022-04-19,Produto D,11,271.58,Norte
2600,2022-03-15,Produto D,5,237.61,Centro-Oeste
2601,2022-09-18,Produto E,15,388.24,Norte
2602,2023-05-01,Produto A,3,234.85,Nordeste
2603,2023-12-04,Produto C,4,36.64,Sul
2604,2022-11-07,Produto D,6,48.1,Sudeste
2605,2022-04-01,Produto A,1,265.58,Sul
2606,2022-06-09,Produto C,8,13.99,Nordeste
2607,2022-10-25,Produto C,1,22.73,Norte
2608,2023-05-25,Produto D,1,425.03,Centro-Oeste
2609,2022-04-15,Produto D,13,172.15,Nordeste
2610,2022-06-01,Produto B,1,400.53,Norte
2611,2023-11-09,Produto D,19,461.61,Centro-Oeste
2612,2022-05-30,Produto C,6,215.41,Nordeste
2613,2023-08-17,Produto B,18,390.09,Sudeste
2614,2023-03-25,Produto C,15,318.71,Sul
2615,2023-05-17,Produto D,12,212.93,Centro-Oeste
2616,2022-07-05,Produto A,3,393.13,Sul
2617,2023-03-08,Produto C,19,421.17,Centro-Oeste
2618,2022-04-22,Produto D,8,464.07,Norte
2619,2022-10-06,Produto B,9,40.23,Centro-Oeste
2620,2022-06-19,Produto D,8,459.45,Nordeste
2621,2022-09-11,Produto D,15,208.3,Sudeste
2622,2024-01-01,Produto C,20,371.68,Sul
2623,2023-01-23,Produto E,7,99.5,Norte
2624,2023-05-30,Produto D,19,198.77,Nordeste
2625,2022-01-18,Produto C,2,226.15,Centro-Oeste
2626,2023-06-29,Produto C,19,48.39,Nordeste
2627,2023-02-17,Produto E,18,28.91,Sudeste
2628,2022-03-16,Produto C,17,114.64,Sul
2629,2022-09-22,Produto A,15,17.11,Norte
2630,2023-08-08,Produto A,4,65.63,Nordeste
2631,2022-02-08,Produto E,2,114.88,Centro-Oeste
2632,2022-12-21,Produto B,5,406.75,Centro-Oeste
2633,2022-03-01,Produto A,5,297.35,Sudeste
2634,2022-02-14,Produto B,8,491.6,Centro-Oeste
2635,2023-04-02,Produto B,12,291.82,Nordeste
2636,2022-07-10,Produto A,3,307.72,Centro-Oeste
2637,2023-02-02,Produto A,2,304.03,Nordeste
2638,2023-06-01,Produto C,11,383.62,Centro-Oeste
2639,2022-03-07,Produto D,5,323.86,Sul
2640,2022-12-28,Produto D,15,391.71,Centro-Oeste
2641,2023-06-20,Produto A,4,494.79,Sul
2642,2023-08-23,Produto D,4,273.97,Sudeste
2643,2022-12-18,Produto D,1,188.74,Norte
2644,2023-07-09,Produto D,4,315.52,Norte
2645,2023-10-22,Produto A,2,41.46,Centro-Oeste
2646,2023-09-11,Produto D,7,65.31,Norte
2647,2023-09-28,Produto D,11,430.59,Centro-Oeste
2648,2022-03-22,Produto A,9,200.82,Sudeste
2649,2022-10-21,Produto C,8,321.0,Norte
2650,2022-02-24,Produto C,12,335.42,Sul
2651,2022-03-21,Produto A,19,105.02,Nordeste
2652,2022-10-08,Produto A,11,209.79,Norte
2653,2023-11-18,Produto A,11,481.66,Nordeste
2654,2022-12-01,Produto D,10,482.96,Centro-Oeste
2655,2022-12-08,Produto C,5,436.26,Nordeste
2656,2023-12-16,Produto E,20,56.51,Sudeste
2657,2022-12-29,Produto B,1,336.13,Norte
2658,2022-12-07,Produto E,10,336.73,Nordeste
2659,2023-04-13,Produto A,4,37.27,Sudeste
2660,2023-05-23,Produto D,8,170.19,Centro-Oeste
2661,2022-07-08,Produto E,20,439.66,Centro-Oeste
2662,2022-07-19,Produto A,3,401.53,Centro-Oeste
2663,2023-08-07,Produto A,13,456.89,Norte
2664,2023-12-29,Produto B,14,153.48,Nordeste
2665,2023-06-12,Produto B,10,350.52,Centro-Oeste
2666,2022-07-07,Produto A,18,303.44,Centro-Oeste
2667,2023-06-30,Produto C,3,293.95,Nordeste
2668,2023-11-30,Produto D,20,95.7,Sudeste
2669,2022-04-10,Produto B,12,244.12,Centro-Oeste
2670,2022-05-14,Produto D,9,246.66,Sul
2671,2022-06-13,Produto E,13,259.89,Sul
2672,2022-11-13,Produto A,16,21.22,Centro-Oeste
2673,2023-04-26,Produto B,6,236.27,Centro-Oeste
2674,2023-03-12,Produto B,17,352.59,Sul
2675,2023-02-03,Produto A,7,236.02,Norte
2676,2023-12-11,Produto B,14,80.62,Sudeste
2677,2022-12-20,Produto C,16,421.72,Sul
2678,2022-11-25,Produto B,13,150.89,Sudeste
2679,2023-06-01,Produto D,6,300.35,Nordeste
2680,2022-11-29,Produto C,12,341.35,Sul
2681,2022-01-26,Produto A,13,49.37,Sudeste
2682,2023-09-16,Produto E,11,51.81,Sul
2683,2023-03-04,Produto A,12,48.03,Nordeste
2684,2022-01-20,Produto E,12,139.42,Norte
2685,2023-06-10,Produto A,17,276.17,Norte
2686,2022-08-08,Produto B,7,265.38,Nordeste
2687,2022-05-29,Produto A,20,407.93,Norte
2688,2023-03-09,Produto A,1,321.64,Nordeste
2689,2023-09-03,Produto E,3,466.87,Centro-Oeste
2690,2023-09-18,Produto A,7,134.76,Sudeste
2691,2023-01-23,Produto D,8,448.27,Sudeste
2692,2023-07-07,Produto A,8,378.4,Nordeste
2693,2022-05-18,Produto B,1,21.46,Centro-Oeste
2694,2023-12-14,Produto A,20,244.28,Norte
2695,2022-08-27,Produto E,8,427.8,Norte
2696,2022-01-18,Produto A,17,444.56,Centro-Oeste
2697,2023-11-17,Produto D,7,318.64,Centro-Oeste
2698,2023-04-25,Produto C,20,67.85,Nordeste
2699,2022-06-07,Produto E,8,200.55,Norte
2700,2022-12-31,Produto D,15,431.61,Sul
2701,2022-09-09,Produto B,15,131.95,Sul
2702,2023-12-16,Produto A,20,446.87,Centro-Oeste
2703,2023-12-20,Produto D,14,400.19,Norte
2704,2022-10-30,Produto E,5,406.89,Nordeste
2705,2023-07-04,Produto E,1,193.41,Norte
2706,2023-04-04,Produto A,14,135.56,Sudeste
2707,2022-04-28,Produto B,7,290.98,Norte
2708,2023-01-09,Produto E,15,241.96,Sudeste
2709,2023-01-20,Produto C,12,14.9,Sul
2710,2022-02-11,Produto D,10,353.05,Nordeste
2711,2022-09-18,Produto A,11,365.16,Nordeste
2712,2022-08-06,Produto D,17,129.1,Sul
2713,2022-01-22,Produto C,10,416.57,Centro-Oeste
2714,2023-08-14,Produto D,12,318.48,Sul
2715,2023-08-10,Produto D,4,343.43,Norte
2716,2023-04-29,Produto A,2,270.28,Nordeste
2717,2022-10-03,Produto D,16,487.0,Sul
2718,2022-01-01,Produto A,20,373.74,Sudeste
2719,2023-03-06,Produto D,14,379.95,Sul
2720,2023-08-04,Produto E,3,140.38,Sul
2721,2023-08-18,Produto C,2,248.63,Nordeste
2722,2022-03-31,Produto D,14,288.64,Sudeste
2723,2022-10-04,Produto C,8,279.34,Nordeste
2724,2023-11-21,Produto D,12,139.59,Nordeste
2725,2022-11-23,Produto C,15,424.12,Norte
2726,2022-06-22,Produto B,4,494.74,Sul
2727,2022-10-03,Produto D,11,331.43,Norte
2728,2023-12-20,Produto B,17,198.33,Norte
2729,2022-01-04,Produto B,9,180.22,Sul
2730,2022-08-24,Produto B,14,323.73,Sudeste
2731,2023-07-07,Produto A,16,35.53,Nordeste
2732,2022-01-24,Produto C,9,301.96,Sudeste
2733,2022-12-25,Produto D,9,373.35,Nordeste
2734,2023-11-14,Produto D,8,481.21,Sudeste
2735,2023-10-28,Produto C,3,226.09,Nordeste
2736,2022-12-02,Produto C,13,440.15,Nordeste
2737,2022-07-22,Produto C,13,349.02,Norte
2738,2022-07-24,Produto C,17,46.8,Centro-Oeste
2739,2023-12-17,Produto C,3,374.77,Nordeste
2740,2022-09-13,Produto D,9,193.42,Centro-Oeste
2741,2023-04-27,Produto E,10,323.62,Nordeste
2742,2022-12-20,Produto B,8,232.31,Centro-Oeste
2743,2022-08-01,Produto E,18,447.71,Nordeste
2744,2022-07-15,Produto D,20,237.69,Sul
2745,2022-05-26,Produto D,18,263.09,Sudeste
2746,2022-12-07,Produto A,5,55.18,Centro-Oeste
2747,2022-11-22,Produto C,4,97.69,Sudeste
2748,2023-10-20,Produto C,10,394.37,Nordeste
2749,2023-02-01,Produto A,2,321.22,Centro-Oeste
2750,2022-08-20,Produto A,14,326.04,Centro-Oeste
2751,2023-12-07,Produto C,15,490.54,Nordeste
2752,2023-03-06,Produto B,12,284.92,Sul
2753,2023-11-08,Produto E,15,282.53,Sudeste
2754,2022-12-22,Produto D,7,107.95,Nordeste
2755,2023-06-12,Produto B,14,18.87,Centro-Oeste
2756,2022-03-09,Produto E,1,334.61,Sudeste
2757,2023-08-19,Produto E,6,193.9,Centro-Oeste
2758,2022-06-23,Produto A,15,451.89,Norte
2759,2023-04-28,Produto E,10,281.54,Norte
2760,2023-04-09,Produto B,11,458.82,Nordeste
2761,2022-03-12,Produto E,1,230.32,Sul
2762,2022-03-24,Produto D,17,45.7,Centro-Oeste
2763,2023-02-12,Produto C,12,184.68,Sul
2764,2023-01-12,Produto D,4,342.05,Nordeste
2765,2023-06-24,Produto D,8,94.14,Nordeste
2766,2022-11-24,Produto A,16,455.56,Nordeste
2767,2022-11-10,Produto B,8,385.04,Norte
2768,2022-12-17,Produto D,7,18.1,Norte
2769,2023-09-18,Produto E,3,160.37,Centro-Oeste
2770,2023-11-02,Produto E,11,399.58,Sudeste
2771,2022-02-25,Produto E,15,145.52,Norte
2772,2022-09-24,Produto C,3,75.78,Norte
2773,2022-10-23,Produto A,17,400.8,Sul
2774,2023-05-20,Produto D,11,29.04,Centro-Oeste
2775,2022-07-15,Produto E,13,256.29,Centro-Oeste
2776,2023-10-07,Produto D,8,99.36,Sul
2777,2022-06-16,Produto C,18,469.1,Norte
2778,2022-06-14,Produto E,19,78.71,Centro-Oeste
2779,2023-05-11,Produto D,18,53.79,Sul
2780,2023-03-23,Produto D,9,268.62,Centro-Oeste
2781,2023-04-21,Produto A,17,58.47,Centro-Oeste
2782,2022-05-12,Produto B,20,48.73,Nordeste
2783,2022-11-14,Produto B,7,329.19,Nordeste
2784,2023-04-30,Produto A,6,245.31,Sudeste
2785,2023-08-24,Produto E,4,284.26,Centro-Oeste
2786,2022-12-21,Produto A,5,342.56,Sudeste
2787,2022-09-27,Produto E,13,175.66,Norte
2788,2023-10-19,Produto B,3,406.79,Sul
2789,2022-11-30,Produto E,11,422.22,Nordeste
2790,2023-03-23,Produto A,4,53.62,Nordeste
2791,2022-05-01,Produto D,4,60.98,Sudeste
2792,2023-05-12,Produto E,16,497.04,Norte
2793,2022-02-28,Produto D,19,266.91,Norte
2794,2022-04-29,Produto C,18,60.65,Norte
2795,2023-10-10,Produto A,16,477.87,Sudeste
2796,2022-03-24,Produto E,5,256.3,Sul
2797,2023-01-05,Produto D,8,18.92,Nordeste
2798,2023-09-15,Produto A,3,161.69,Sul
2799,2022-03-13,Produto D,1,288.52,Sul
2800,2023-02-10,Produto B,16,89.13,Sudeste
2801,2022-03-23,Produto D,3,299.69,Sudeste
2802,2022-02-05,Produto A,2,487.16,Centro-Oeste
2803,2022-02-19,Produto C,9,188.62,Centro-Oeste
2804,2022-11-22,Produto B,12,260.08,Norte
2805,2022-04-27,Produto A,2,272.63,Sul
2806,2022-07-15,Produto B,4,65.57,Sul
2807,2022-10-17,Produto B,8,84.66,Centro-Oeste
2808,2023-05-12,Produto D,12,364.75,Sul
2809,2023-12-03,Produto E,2,273.53,Sudeste
2810,2023-03-18,Produto E,1,150.79,Centro-Oeste
2811,2023-04-25,Produto B,7,216.24,Sudeste
2812,2022-09-26,Produto D,5,115.99,Sudeste
2813,2023-06-08,Produto D,11,338.0,Sudeste
2814,2023-02-20,Produto D,6,334.02,Centro-Oeste
2815,2023-10-17,Produto C,5,300.57,Norte
2816,2023-08-16,Produto B,9,209.54,Centro-Oeste
2817,2022-11-21,Produto B,2,147.39,Norte
2818,2022-11-28,Produto E,17,150.33,Centro-Oeste
2819,2022-10-25,Produto A,6,467.52,Centro-Oeste
2820,2022-06-01,Produto A,14,26.27,Nordeste
2821,2023-05-22,Produto D,2,382.66,Sul
2822,2023-09-22,Produto B,7,199.43,Sul
2823,2022-03-09,Produto B,20,40.55,Norte
2824,2022-01-17,Produto B,8,166.71,Sul
2825,2022-01-17,Produto C,18,438.85,Nordeste
2826,2023-06-01,Produto B,8,411.55,Sul
2827,2022-07-29,Produto A,19,185.95,Sudeste
2828,2023-04-01,Produto C,15,396.11,Nordeste
2829,2023-09-13,Produto E,7,127.61,Nordeste
2830,2022-11-11,Produto A,14,221.94,Centro-Oeste
2831,2022-01-30,Produto B,10,160.27,Norte
2832,2022-12-11,Produto B,12,293.6,Norte
2833,2023-08-27,Produto B,10,465.98,Centro-Oeste
2834,2022-06-14,Produto C,4,401.75,Norte
2835,2022-02-16,Produto C,9,130.31,Centro-Oeste
2836,2022-09-08,Produto E,4,221.09,Sudeste
2837,2022-10-21,Produto D,6,398.58,Centro-Oeste
2838,2023-04-08,Produto D,12,454.97,Sudeste
2839,2022-08-01,Produto E,4,461.54,Centro-Oeste
2840,2023-06-03,Produto E,19,169.8,Centro-Oeste
2841,2022-02-05,Produto C,8,152.27,Sudeste
2842,2023-01-27,Produto C,18,256.6,Norte
2843,2022-07-18,Produto C,14,328.93,Centro-Oeste
2844,2023-10-04,Produto A,5,167.34,Nordeste
2845,2022-01-03,Produto A,8,321.6,Sul
2846,2023-05-18,Produto A,4,229.66,Nordeste
2847,2022-08-01,Produto E,19,339.97,Nordeste
2848,2023-07-16,Produto E,4,337.11,Sul
2849,2022-12-14,Produto E,6,129.34,Nordeste
2850,2023-01-06,Produto A,15,33.17,Sul
2851,2022-07-17,Produto B,17,165.11,Sudeste
2852,2022-11-29,Produto B,17,469.63,Sul
2853,2023-10-06,Produto A,3,236.11,Centro-Oeste
2854,2023-11-14,Produto C,20,164.46,Sul
2855,2022-12-14,Produto C,4,457.54,Sul
2856,2022-10-23,Produto D,19,298.92,Nordeste
2857,2022-05-30,Produto C,16,377.56,Nordeste
2858,2023-12-28,Produto C,12,17.34,Sudeste
2859,2023-10-08,Produto C,4,27.48,Nordeste
2860,2022-10-18,Produto A,17,441.0,Nordeste
2861,2022-02-26,Produto E,19,42.81,Sudeste
2862,2023-10-28,Produto D,6,495.18,Sudeste
2863,2022-09-02,Produto A,5,21.91,Norte
2864,2022-10-20,Produto D,10,21.41,Sudeste
2865,2022-05-05,Produto B,2,161.09,Sudeste
2866,2023-03-14,Produto E,12,363.68,Nordeste
2867,2022-08-20,Produto A,5,330.43,Sul
2868,2022-08-25,Produto C,10,180.41,Sudeste
2869,2022-01-23,Produto D,19,363.92,Nordeste
2870,2023-09-17,Produto A,7,231.69,Centro-Oeste
2871,2023-04-15,Produto A,4,209.42,Centro-Oeste
2872,2023-02-19,Produto C,14,89.78,Sul
2873,2023-03-02,Produto E,17,243.44,Sul
2874,2022-05-10,Produto C,8,279.96,Nordeste
2875,2022-03-04,Produto B,9,82.11,Norte
2876,2023-09-06,Produto B,14,268.47,Sul
2877,2023-08-02,Produto B,9,289.81,Sul
2878,2023-09-27,Produto C,5,411.31,Centro-Oeste
2879,2023-10-27,Produto A,16,287.37,Sul
2880,2023-03-06,Produto A,3,261.86,Centro-Oeste
2881,2022-05-15,Produto C,18,226.69,Sul
2882,2022-10-27,Produto D,6,129.01,Norte
2883,2023-10-07,Produto C,7,207.43,Centro-Oeste
2884,2023-03-18,Produto B,18,314.61,Centro-Oeste
2885,2022-06-24,Produto D,17,210.99,Nordeste
2886,2022-07-28,Produto B,12,346.18,Nordeste
2887,2023-11-03,Produto B,2,327.82,Nordeste
2888,2022-12-23,Produto B,13,468.53,Sudeste
2889,2022-04-05,Produto E,5,252.9,Sudeste
2890,2022-10-20,Produto D,16,389.59,Sul
2891,2023-03-11,Produto E,8,138.64,Norte
2892,2022-11-22,Produto B,14,380.13,Centro-Oeste
2893,2022-07-26,Produto A,14,363.93,Nordeste
2894,2022-08-16,Produto D,8,438.58,Norte
2895,2023-04-17,Produto B,12,400.25,Norte
2896,2022-09-22,Produto D,4,397.9,Nordeste
2897,2023-03-07,Produto B,16,65.73,Centro-Oeste
2898,2022-06-08,Produto A,8,76.07,Sudeste
2899,2023-09-28,Produto A,18,433.01,Centro-Oeste
2900,2022-01-20,Produto D,6,246.98,Centro-Oeste
2901,2023-07-31,Produto D,5,39.28,Nordeste
2902,2023-03-04,Produto D,6,439.49,Sul
2903,2022-07-08,Produto D,12,163.55,Sul
2904,2022-10-07,Produto A,11,220.82,Sudeste
2905,2023-10-09,Produto C,1,434.65,Sul
2906,2023-08-26,Produto D,1,361.63,Sul
2907,2023-06-20,Produto D,20,16.05,Sul
2908,2022-10-29,Produto C,16,318.23,Sudeste
2909,2023-11-24,Produto D,20,190.82,Centro-Oeste
2910,2022-11-29,Produto A,4,362.32,Sul
2911,2023-06-11,Produto A,5,437.45,Sudeste
2912,2023-10-24,Produto D,12,105.94,Sul
2913,2023-08-07,Produto E,4,298.25,Sudeste
2914,2022-08-27,Produto C,15,315.61,Nordeste
2915,2022-11-21,Produto E,3,451.62,Sul
2916,2023-01-09,Produto E,8,227.62,Centro-Oeste
2917,2023-10-24,Produto E,3,344.59,Sudeste
2918,2022-05-13,Produto B,5,342.59,Centro-Oeste
2919,2023-05-07,Produto E,6,10.95,Sul
2920,2023-11-29,Produto E,16,156.56,Norte
2921,2022-07-19,Produto D,2,304.33,Sudeste
2922,2022-02-16,Produto B,1,180.1,Sudeste
2923,2023-10-08,Produto D,14,409.42,Centro-Oeste
2924,2023-11-23,Produto A,20,288.18,Norte
2925,2022-09-07,Produto C,10,191.51,Norte
2926,2023-11-11,Produto C,3,322.84,Nordeste
2927,2022-12-25,Produto C,13,454.03,Sudeste
2928,2022-02-28,Produto B,20,94.53,Sudeste
2929,2022-09-11,Produto B,9,333.89,Nordeste
2930,2022-03-15,Produto E,14,499.9,Centro-Oeste
2931,2023-03-25,Produto B,5,400.13,Sul
2932,2023-04-16,Produto C,20,65.23,Norte
2933,2022-03-24,Produto D,7,253.02,Norte
2934,2023-04-30,Produto A,13,321.99,Centro-Oeste
2935,2022-10-25,Produto B,1,96.91,Norte
2936,2022-12-27,Produto B,20,68.03,Sudeste
2937,2023-01-18,Produto E,19,166.99,Nordeste
2938,2023-08-04,Produto E,16,297.11,Sul
2939,2022-07-13,Produto B,12,242.35,Nordeste
2940,2022-03-27,Produto D,14,387.0,Norte
2941,2022-11-11,Produto C,17,37.19,Nordeste
2942,2023-05-30,Produto E,5,274.44,Sudeste
2943,2023-12-22,Produto D,11,67.67,Sul
2944,2023-07-17,Produto B,7,480.49,Sul
2945,2022-06-14,Produto D,9,26.81,Sul
2946,2022-07-22,Produto A,15,233.04,Centro-Oeste
2947,2022-04-18,Produto C,18,234.4,Sudeste
2948,2022-07-30,Produto D,19,57.71,Centro-Oeste
2949,2023-05-27,Produto D,9,465.18,Sudeste
2950,2022-06-24,Produto A,13,254.15,Nordeste
2951,2022-06-18,Produto C,1,386.67,Sudeste
2952,2023-08-05,Produto E,11,134.68,Nordeste
2953,2022-06-04,Produto B,12,154.84,Sudeste
2954,2023-09-26,Produto D,4,304.9,Centro-Oeste
2955,2022-04-14,Produto B,5,224.38,Nordeste
2956,2023-11-19,Produto E,4,454.81,Sul
2957,2022-10-20,Produto A,2,301.6,Norte
2958,2023-11-04,Produto A,7,491.85,Sul
2959,2022-08-03,Produto E,1,323.27,Sul
2960,2022-01-31,Produto D,5,16.18,Sul
2961,2022-10-21,Produto E,19,291.04,Sul
2962,2022-05-27,Produto B,12,425.88,Centro-Oeste
2963,2023-03-27,Produto D,18,394.3,Nordeste
2964,2022-09-04,Produto E,19,240.84,Nordeste
2965,2022-09-07,Produto E,5,71.73,Sudeste
2966,2022-05-22,Produto E,16,190.95,Sul
2967,2022-12-02,Produto C,14,494.34,Nordeste
2968,2022-11-17,Produto C,7,271.64,Sudeste
2969,2022-05-04,Produto E,14,27.84,Norte
2970,2023-03-28,Produto A,1,466.49,Sudeste
2971,2022-04-28,Produto D,5,296.73,Sul
2972,2022-09-04,Produto E,6,438.07,Sudeste
2973,2022-05-21,Produto D,20,18.05,Sudeste
2974,2022-02-23,Produto C,20,93.62,Sul
2975,2023-01-25,Produto A,15,316.48,Nordeste
2976,2022-06-20,Produto C,15,87.27,Sudeste
2977,2023-04-02,Produto C,10,185.81,Sudeste
2978,2023-07-02,Produto B,20,156.99,Centro-Oeste
2979,2023-05-02,Produto D,7,231.8,Centro-Oeste
2980,2022-12-24,Produto A,7,283.81,Nordeste
2981,2022-04-24,Produto B,14,106.38,Norte
2982,2023-12-03,Produto B,5,311.33,Centro-Oeste
2983,2023-04-25,Produto A,14,67.05,Centro-Oeste
2984,2022-07-02,Produto D,20,106.6,Centro-Oeste
2985,2022-06-30,Produto C,2,311.23,Nordeste
2986,2023-12-22,Produto B,2,99.57,Sul
2987,2023-10-07,Produto B,9,379.57,Norte
2988,2022-11-16,Produto B,20,78.72,Centro-Oeste
2989,2022-08-27,Produto E,7,25.2,Sudeste
2990,2022-02-02,Produto B,2,79.63,Centro-Oeste
2991,2023-08-01,Produto D,4,240.32,Centro-Oeste
2992,2022-03-21,Produto E,19,418.93,Sul
2993,2023-08-10,Produto D,14,215.8,Sul
2994,2022-12-26,Produto A,7,483.76,Sudeste
2995,2022-10-23,Produto C,2,71.51,Nordeste
2996,2022-08-12,Produto A,3,190.58,Norte
2997,2023-06-20,Produto A,13,405.75,Centro-Oeste
2998,2023-03-22,Produto E,20,26.81,Sul
2999,2023-05-08,Produto A,17,397.6,Sul
3000,2022-11-16,Produto B,7,332.12,Sul
3001,2022-11-24,Produto C,6,291.52,Norte
3002,2022-04-28,Produto C,12,366.08,Norte
3003,2023-10-22,Produto D,13,448.4,Centro-Oeste
3004,2023-12-24,Produto A,5,255.42,Norte
3005,2022-08-04,Produto C,1,403.33,Centro-Oeste
3006,2022-06-03,Produto B,19,353.26,Centro-Oeste
3007,2022-07-07,Produto C,17,213.65,Centro-Oeste
3008,2023-09-10,Produto E,2,365.01,Centro-Oeste
3009,2023-08-13,Produto E,16,317.53,Norte
3010,2022-05-04,Produto D,20,215.23,Centro-Oeste
3011,2023-12-29,Produto C,8,229.18,Sudeste
3012,2023-07-13,Produto C,17,309.26,Sudeste
3013,2023-12-14,Produto D,9,482.78,Sudeste
3014,2023-07-17,Produto E,20,478.44,Centro-Oeste
3015,2022-04-12,Produto C,2,483.98,Nordeste
3016,2022-07-20,Produto C,17,292.39,Sul
3017,2023-10-24,Produto A,12,252.75,Norte
3018,2023-06-28,Produto B,16,252.89,Nordeste
3019,2022-08-04,Produto D,7,404.94,Nordeste
3020,2023-03-05,Produto D,20,32.65,Sudeste
3021,2023-09-28,Produto D,2,159.91,Sudeste
3022,2022-07-25,Produto A,7,281.07,Sudeste
3023,2022-03-04,Produto E,14,467.17,Centro-Oeste
3024,2023-04-26,Produto E,18,263.33,Norte
3025,2023-05-19,Produto B,6,95.19,Sudeste
3026,2023-09-28,Produto B,16,408.12,Centro-Oeste
3027,2023-06-12,Produto A,5,59.22,Sul
3028,2022-12-20,Produto B,5,39.69,Centro-Oeste
3029,2023-08-19,Produto A,9,347.07,Sul
3030,2023-01-09,Produto E,12,239.35,Norte
3031,2023-05-15,Produto E,14,14.19,Norte
3032,2022-07-03,Produto B,2,268.84,Centro-Oeste
3033,2022-06-18,Produto E,9,165.18,Nordeste
3034,2022-07-19,Produto E,17,37.35,Nordeste
3035,2023-09-12,Produto E,18,241.74,Norte
3036,2022-11-24,Produto E,11,126.56,Centro-Oeste
3037,2022-09-21,Produto A,9,374.67,Nordeste
3038,2022-07-05,Produto C,6,15.35,Sul
3039,2023-03-01,Produto C,17,449.68,Sul
3040,2022-02-07,Produto C,10,253.1,Nordeste
3041,2023-10-03,Produto A,1,37.13,Centro-Oeste
3042,2022-12-30,Produto C,4,276.08,Nordeste
3043,2022-04-13,Produto B,2,481.26,Nordeste
3044,2022-04-07,Produto B,16,301.75,Sul
3045,2022-09-05,Produto A,5,388.73,Centro-Oeste
3046,2022-03-18,Produto D,12,434.26,Norte
3047,2023-10-06,Produto C,17,379.21,Norte
3048,2023-01-31,Produto B,8,142.72,Centro-Oeste
3049,2023-05-16,Produto D,8,259.09,Norte
3050,2023-02-10,Produto E,7,72.24,Norte
3051,2022-09-17,Produto A,13,68.58,Norte
3052,2023-12-18,Produto C,5,460.04,Norte
3053,2022-12-23,Produto E,10,264.29,Norte
3054,2022-07-16,Produto B,5,370.25,Centro-Oeste
3055,2022-05-08,Produto A,14,214.31,Sudeste
3056,2022-10-21,Produto C,2,36.27,Norte
3057,2022-01-12,Produto C,11,146.77,Norte
3058,2023-03-27,Produto C,18,427.29,Centro-Oeste
3059,2022-07-27,Produto B,4,257.56,Norte
3060,2023-07-21,Produto E,2,219.36,Sul
3061,2023-11-19,Produto C,18,286.9,Centro-Oeste
3062,2023-03-09,Produto A,19,138.46,Centro-Oeste
3063,2022-12-02,Produto C,14,320.03,Nordeste
3064,2023-04-04,Produto D,1,116.6,Nordeste
3065,2023-09-06,Produto A,14,218.96,Sudeste
3066,2022-02-20,Produto C,1,20.54,Norte
3067,2023-01-17,Produto E,4,103.87,Centro-Oeste
3068,2023-04-20,Produto B,7,59.11,Norte
3069,2022-02-23,Produto C,15,18.66,Sul
3070,2022-10-15,Produto B,20,254.58,Norte
3071,2023-07-29,Produto B,19,467.87,Nordeste
3072,2023-10-01,Produto A,10,457.85,Centro-Oeste
3073,2022-12-09,Produto A,16,232.72,Norte
3074,2023-02-18,Produto E,20,301.65,Sudeste
3075,2023-11-12,Produto C,10,148.03,Centro-Oeste
